Date_Vente,SKU,Collection,Nom_Produit,Couleur,Taille,Quantité_Vendue,Prix_Unitaire,Remise,Prix_Final,Canal,Paiement,Pays,date_vente,pays_commande
2024-07-10,QAM-72,Qamis,Qamis Classique,Kaki,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-09-20,Belgique
2024-09-13,QAM-54,Qamis,Qamis Classique,Bleu ciel,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2022-05-24,Belgique
2024-07-05,QAM-29,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-12-12,Luxembourg
2024-05-18,CHE-101,Chechias,Chechia,Chocolat,S,3,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2023-09-16,Belgique
2023-03-01,QAM-11,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-10-13,Belgique
2024-06-29,QAM-30,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-05-30,Belgique
2023-09-17,QAM-48,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2022-01-02,Belgique
2025-03-23,QAM-35,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-06-15,Belgique
2024-01-15,CHE-100,Chechias,Chechia,Bleu foncé,XL,2,9.49,0,9.49,E-commerce,Mastercard,Belgique,2022-09-11,France
2025-05-08,QAM-38,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2023-03-29,Belgique
2024-03-04,CHE-102,Chechias,Chechia,Chocolat,M,1,9.49,0,9.49,E-commerce,Visa,Belgique,2024-11-26,Luxembourg
2023-07-03,CHE-104,Chechias,Chechia,Chocolat,XL,1,9.49,0,9.49,E-commerce,Google Pay,Belgique,2024-10-11,Belgique
2024-09-19,LIN-121,Ensembles En Lin,Ensemble en Lin,Bordeaux,S,1,69.99,0,69.99,E-commerce,PayPal,Belgique,2022-01-09,France
2023-11-16,CHE-107,Chechias,Chechia,Gris foncé,L,2,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2024-03-26,Luxembourg
2023-06-21,SP-134,Sport-Plage,T-shirt technique,Noir,M,2,24.99,0,24.99,E-commerce,Mastercard,Belgique,2022-07-27,France
2024-03-20,QAM-69,Qamis,Qamis Classique,Kaki,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-02-08,France
2024-06-28,QAM-75,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-06-01,Belgique
2025-04-26,QAM-38,Qamis,Qamis Classique,Chocolat,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-02-23,Belgique
2025-03-08,CHE-89,Chechias,Chechia,Gris clair,S,1,9.49,0,9.49,E-commerce,Visa,Belgique,2023-09-20,France
2024-07-17,QAM-79,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-08-10,Pays-Bas
2023-03-03,CHE-104,Chechias,Chechia,Chocolat,XL,3,9.49,0,9.49,E-commerce,PayPal,Belgique,2022-04-14,France
2023-09-24,QAM-1,Qamis,Qamis Classique,Beige,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-09-11,France
2023-11-19,QAM-72,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-05-25,France
2024-04-05,QAM-39,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-04-09,France
2024-11-21,QAM-38,Qamis,Qamis Classique,Chocolat,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2022-06-02,Belgique
2023-07-25,CHE-101,Chechias,Chechia,Chocolat,S,3,9.49,0,9.49,E-commerce,Google Pay,Belgique,2024-07-02,France
2025-04-03,QAM-68,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-05-27,Pays-Bas
2024-10-22,QAM-26,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-12-04,Belgique
2025-04-07,QAM-47,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2024-04-01,France
2023-02-12,QAM-58,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-08-14,Belgique
2024-12-07,QAM-10,Qamis,Qamis Classique,Beige,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-06-10,France
2023-07-02,CHE-111,Chechias,Chechia,Gris métallisé,L,3,9.49,0,9.49,E-commerce,PayPal,Belgique,2024-03-11,Belgique
2023-08-11,SP-133,Sport-Plage,T-shirt technique,Noir,S,1,24.99,0,24.99,E-commerce,Google Pay,Belgique,2023-02-02,France
2024-01-26,QAM-1,Qamis,Qamis Classique,Beige,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-03-26,France
2023-06-18,QAM-23,Qamis,Qamis Classique,Noir,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-02-05,Belgique
2024-01-22,LIN-113,Ensembles En Lin,Ensemble en Lin,Noir,S,2,69.99,0,69.99,E-commerce,Visa,Belgique,2023-10-02,France
2023-10-29,CHE-102,Chechias,Chechia,Chocolat,M,3,9.49,0,9.49,E-commerce,Google Pay,Belgique,2024-11-22,France
2025-04-16,QAM-6,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-11-19,Pays-Bas
2023-09-01,LIN-124,Ensembles En Lin,Ensemble en Lin,Bordeaux,XL,3,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2023-04-05,Belgique
2024-10-13,QAM-24,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-08-12,Belgique
2024-11-18,QAM-86,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2023-04-15,Belgique
2023-03-24,LIN-119,Ensembles En Lin,Ensemble en Lin,Bleu,L,1,69.99,0,69.99,E-commerce,Mastercard,Belgique,2024-11-11,Pays-Bas
2025-01-17,CHE-96,Chechias,Chechia,Noir,XL,1,9.49,0,9.49,E-commerce,Visa,Belgique,2024-01-20,Pays-Bas
2024-01-06,QAM-34,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-02-07,France
2024-05-13,QAM-41,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-08-18,Luxembourg
2024-10-11,CHE-104,Chechias,Chechia,Chocolat,XL,2,9.49,0,9.49,E-commerce,PayPal,Belgique,2023-07-17,France
2023-12-09,QAM-33,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-03-14,France
2024-05-05,QAM-82,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-01-27,Belgique
2025-05-28,LIN-128,Ensembles En Lin,Ensemble en Lin,Beige,XL,3,69.99,0,69.99,E-commerce,Mastercard,Belgique,2022-08-14,France
2025-01-05,LIN-114,Ensembles En Lin,Ensemble en Lin,Noir,M,3,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2024-03-08,Belgique
2024-10-02,QAM-64,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-10-11,Luxembourg
2025-04-02,CHE-107,Chechias,Chechia,Gris foncé,L,1,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2024-05-28,France
2024-06-14,LIN-125,Ensembles En Lin,Ensemble en Lin,Beige,S,2,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2024-08-17,France
2024-12-23,QAM-71,Qamis,Qamis Classique,Kaki,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-03-29,Belgique
2024-07-12,QAM-12,Qamis,Qamis Classique,Blanc,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2024-10-16,Belgique
2025-04-08,SP-135,Sport-Plage,T-shirt technique,Noir,L,2,24.99,0,24.99,E-commerce,Apple Pay,Belgique,2024-03-26,Belgique
2023-06-09,SP-134,Sport-Plage,T-shirt technique,Noir,M,3,24.99,0,24.99,E-commerce,Apple Pay,Belgique,2023-10-21,Belgique
2024-06-24,QAM-9,Qamis,Qamis Classique,Beige,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-07-01,Belgique
2024-04-26,QAM-78,Qamis,Qamis Classique,Gris,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-12-08,Pays-Bas
2024-07-18,QAM-55,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-01-17,France
2024-01-21,CHE-111,Chechias,Chechia,Gris métallisé,L,2,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2022-06-07,Belgique
2024-11-16,LIN-120,Ensembles En Lin,Ensemble en Lin,Bleu,XL,2,69.99,0,69.99,E-commerce,Visa,Belgique,2023-04-22,Belgique
2025-01-07,QAM-67,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-12-05,Belgique
2025-04-19,QAM-8,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-06-02,France
2024-05-21,QAM-35,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-04-09,France
2024-02-16,QAM-55,Qamis,Qamis Classique,Bleu ciel,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-11-26,Pays-Bas
2025-04-14,QAM-57,Qamis,Qamis Classique,Bleu foncé,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-10-07,France
2023-12-29,QAM-54,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-05-12,Pays-Bas
2023-12-15,QAM-64,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-10-29,Luxembourg
2023-09-02,QAM-68,Qamis,Qamis Classique,Kaki,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-06-30,Belgique
2024-12-27,CHE-105,Chechias,Chechia,Gris foncé,S,3,9.49,0,9.49,E-commerce,Mastercard,Belgique,2023-08-30,Pays-Bas
2024-12-24,CHE-104,Chechias,Chechia,Chocolat,XL,2,9.49,0,9.49,E-commerce,PayPal,Belgique,2023-12-01,Belgique
2024-12-02,QAM-19,Qamis,Qamis Classique,Blanc,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-09-19,Luxembourg
2023-04-13,CHE-108,Chechias,Chechia,Gris foncé,XL,2,9.49,0,9.49,E-commerce,Mastercard,Belgique,2022-07-10,Belgique
2023-09-22,CHE-111,Chechias,Chechia,Gris métallisé,L,1,9.49,0,9.49,E-commerce,Google Pay,Belgique,2022-09-10,Luxembourg
2025-03-20,SP-136,Sport-Plage,T-shirt technique,Noir,XL,1,24.99,0,24.99,E-commerce,PayPal,Belgique,2024-09-07,Luxembourg
2025-03-05,QAM-54,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-07-16,Luxembourg
2023-02-23,QAM-66,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-05-08,France
2024-07-17,QAM-15,Qamis,Qamis Classique,Blanc,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2022-01-18,Belgique
2023-03-31,QAM-77,Qamis,Qamis Classique,Kaki,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2023-07-20,Belgique
2023-09-23,QAM-47,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-07-24,Belgique
2025-04-24,QAM-42,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-11-17,Belgique
2023-08-26,CHE-96,Chechias,Chechia,Noir,XL,3,9.49,0,9.49,E-commerce,Mastercard,Belgique,2023-09-18,France
2023-11-27,CHE-110,Chechias,Chechia,Gris métallisé,M,2,9.49,0,9.49,E-commerce,PayPal,Belgique,2024-05-03,Belgique
2024-01-19,QAM-81,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-08-19,Pays-Bas
2023-08-03,CHE-111,Chechias,Chechia,Gris métallisé,L,2,9.49,0,9.49,E-commerce,Mastercard,Belgique,2022-06-04,France
2023-03-10,CHE-111,Chechias,Chechia,Gris métallisé,L,2,9.49,0,9.49,E-commerce,Google Pay,Belgique,2023-05-05,Luxembourg
2023-01-09,SP-133,Sport-Plage,T-shirt technique,Noir,S,2,24.99,0,24.99,E-commerce,Google Pay,Belgique,2024-02-24,Belgique
2023-09-16,QAM-50,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-09-03,Luxembourg
2023-06-10,QAM-54,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-11-28,Pays-Bas
2024-11-26,QAM-10,Qamis,Qamis Classique,Beige,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-01-29,France
2023-02-18,SP-130,Sport-Plage,Short cache awra,Noir,M,1,44.99,0,44.99,E-commerce,Apple Pay,Belgique,2023-06-22,France
2024-11-21,QAM-60,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-07-09,France
2024-07-16,QAM-25,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2023-02-12,Belgique
2023-04-30,QAM-86,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-06-09,France
2024-06-02,QAM-81,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-04-07,Belgique
2024-08-21,LIN-120,Ensembles En Lin,Ensemble en Lin,Bleu,XL,2,69.99,0,69.99,E-commerce,PayPal,Belgique,2024-06-21,Belgique
2024-02-01,QAM-50,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2022-02-05,Belgique
2024-01-30,SP-131,Sport-Plage,Short cache awra,Noir,L,1,44.99,0,44.99,E-commerce,Apple Pay,Belgique,2023-11-16,Belgique
2023-01-08,LIN-128,Ensembles En Lin,Ensemble en Lin,Beige,XL,2,69.99,0,69.99,E-commerce,Google Pay,Belgique,2022-01-20,Belgique
2024-11-16,SP-135,Sport-Plage,T-shirt technique,Noir,L,2,24.99,0,24.99,E-commerce,Visa,Belgique,2022-11-17,Belgique
2024-01-13,CHE-89,Chechias,Chechia,Gris clair,S,1,9.49,0,9.49,E-commerce,Mastercard,Belgique,2023-05-27,Pays-Bas
2024-08-28,CHE-101,Chechias,Chechia,Chocolat,S,2,9.49,0,9.49,E-commerce,PayPal,Belgique,2023-02-04,France
2023-03-09,QAM-74,Qamis,Qamis Classique,Kaki,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-10-16,Pays-Bas
2023-04-17,QAM-64,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-08-29,Belgique
2024-09-26,CHE-102,Chechias,Chechia,Chocolat,M,1,9.49,0,9.49,E-commerce,PayPal,Belgique,2023-04-16,Belgique
2024-06-29,CHE-101,Chechias,Chechia,Chocolat,S,3,9.49,0,9.49,E-commerce,PayPal,Belgique,2024-04-13,France
2024-01-19,LIN-128,Ensembles En Lin,Ensemble en Lin,Beige,XL,1,69.99,0,69.99,E-commerce,PayPal,Belgique,2023-12-28,Belgique
2024-06-23,QAM-58,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-05-03,Belgique
2025-02-10,QAM-5,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2022-02-20,France
2023-05-17,CHE-109,Chechias,Chechia,Gris métallisé,S,1,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2023-07-29,Belgique
2023-08-27,CHE-96,Chechias,Chechia,Noir,XL,1,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2022-05-30,France
2025-02-27,QAM-1,Qamis,Qamis Classique,Beige,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-11-10,France
2024-06-24,CHE-103,Chechias,Chechia,Chocolat,L,1,9.49,0,9.49,E-commerce,PayPal,Belgique,2023-07-24,Belgique
2023-03-06,CHE-103,Chechias,Chechia,Chocolat,L,3,9.49,0,9.49,E-commerce,Mastercard,Belgique,2022-11-01,Belgique
2024-01-08,QAM-35,Qamis,Qamis Classique,Chocolat,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-11-13,France
2024-04-05,LIN-119,Ensembles En Lin,Ensemble en Lin,Bleu,L,1,69.99,0,69.99,E-commerce,Visa,Belgique,2024-04-17,France
2024-01-30,QAM-88,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-12-13,Belgique
2023-06-13,LIN-114,Ensembles En Lin,Ensemble en Lin,Noir,M,3,69.99,0,69.99,E-commerce,PayPal,Belgique,2024-09-29,Pays-Bas
2023-07-15,CHE-111,Chechias,Chechia,Gris métallisé,L,3,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2023-03-20,Belgique
2025-01-18,SP-130,Sport-Plage,Short cache awra,Noir,M,2,44.99,0,44.99,E-commerce,Apple Pay,Belgique,2023-09-05,France
2024-06-24,QAM-71,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2024-09-19,Pays-Bas
2023-09-21,CHE-98,Chechias,Chechia,Bleu foncé,M,1,9.49,0,9.49,E-commerce,PayPal,Belgique,2022-09-21,Belgique
2023-12-30,QAM-1,Qamis,Qamis Classique,Beige,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-12-12,Belgique
2024-11-16,CHE-105,Chechias,Chechia,Gris foncé,S,1,9.49,0,9.49,E-commerce,Mastercard,Belgique,2024-09-30,Belgique
2023-01-03,QAM-55,Qamis,Qamis Classique,Bleu ciel,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-01-05,Belgique
2025-03-23,QAM-32,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-02-13,Belgique
2024-05-12,QAM-18,Qamis,Qamis Classique,Blanc,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-05-26,France
2023-04-13,SP-130,Sport-Plage,Short cache awra,Noir,M,2,44.99,0,44.99,E-commerce,Google Pay,Belgique,2024-09-18,Belgique
2023-02-11,QAM-61,Qamis,Qamis Classique,Bleu foncé,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-06-02,France
2024-04-09,QAM-88,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-02-16,Pays-Bas
2023-02-10,LIN-123,Ensembles En Lin,Ensemble en Lin,Bordeaux,L,2,69.99,0,69.99,E-commerce,PayPal,Belgique,2024-05-16,Luxembourg
2024-07-23,QAM-47,Qamis,Qamis Classique,Bleu ciel,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-04-02,France
2023-12-10,QAM-65,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-07-24,Belgique
2023-11-13,QAM-36,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2023-10-18,France
2023-02-10,CHE-103,Chechias,Chechia,Chocolat,L,2,9.49,0,9.49,E-commerce,Google Pay,Belgique,2022-09-26,France
2025-05-18,CHE-103,Chechias,Chechia,Chocolat,L,1,9.49,0,9.49,E-commerce,Mastercard,Belgique,2023-01-05,Belgique
2024-06-07,SP-135,Sport-Plage,T-shirt technique,Noir,L,3,24.99,0,24.99,E-commerce,Google Pay,Belgique,2023-09-28,Belgique
2023-12-26,QAM-38,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2023-10-19,Luxembourg
2024-05-18,QAM-51,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-04-30,Belgique
2023-04-02,QAM-76,Qamis,Qamis Classique,Kaki,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2024-04-10,Belgique
2023-03-06,QAM-56,Qamis,Qamis Classique,Bleu foncé,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-12-17,Belgique
2024-04-22,QAM-67,Qamis,Qamis Classique,Kaki,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-01-11,Belgique
2023-02-07,QAM-57,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-04-27,Luxembourg
2023-02-07,CHE-93,Chechias,Chechia,Noir,S,3,9.49,0,9.49,E-commerce,Google Pay,Belgique,2024-03-01,France
2023-04-28,QAM-21,Qamis,Qamis Classique,Blanc,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-10-09,France
2024-04-19,CHE-110,Chechias,Chechia,Gris métallisé,M,3,9.49,0,9.49,E-commerce,Mastercard,Belgique,2024-12-17,Belgique
2023-04-10,LIN-124,Ensembles En Lin,Ensemble en Lin,Bordeaux,XL,1,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2023-09-26,Belgique
2023-02-12,QAM-70,Qamis,Qamis Classique,Kaki,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-05-28,France
2023-01-21,CHE-94,Chechias,Chechia,Noir,M,1,9.49,0,9.49,E-commerce,Mastercard,Belgique,2024-03-12,Belgique
2023-06-09,CHE-105,Chechias,Chechia,Gris foncé,S,3,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2023-07-14,Belgique
2024-05-21,SP-129,Sport-Plage,Short cache awra,Noir,S,2,44.99,0,44.99,E-commerce,PayPal,Belgique,2023-05-03,France
2023-06-13,QAM-19,Qamis,Qamis Classique,Blanc,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-06-15,Belgique
2023-11-25,QAM-35,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-12-05,France
2024-02-27,QAM-67,Qamis,Qamis Classique,Kaki,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-08-04,Belgique
2024-05-22,QAM-37,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-02-29,Belgique
2025-06-03,QAM-23,Qamis,Qamis Classique,Noir,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2024-05-10,Belgique
2023-10-03,CHE-96,Chechias,Chechia,Noir,XL,2,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2022-09-04,Pays-Bas
2024-06-11,QAM-68,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-06-03,Luxembourg
2023-03-23,QAM-43,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-09-23,Pays-Bas
2023-05-25,LIN-118,Ensembles En Lin,Ensemble en Lin,Bleu,M,3,69.99,0,69.99,E-commerce,Google Pay,Belgique,2023-11-28,France
2023-06-21,QAM-54,Qamis,Qamis Classique,Bleu ciel,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2024-12-28,Belgique
2024-06-10,QAM-78,Qamis,Qamis Classique,Gris,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-12-06,France
2023-09-18,QAM-56,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-10-05,France
2024-10-06,QAM-88,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-04-04,Luxembourg
2023-06-26,QAM-28,Qamis,Qamis Classique,Noir,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-08-15,Belgique
2024-05-15,QAM-6,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-10-08,France
2024-08-27,QAM-20,Qamis,Qamis Classique,Blanc,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-03-29,Belgique
2024-06-24,QAM-78,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2024-06-30,Belgique
2025-04-20,CHE-90,Chechias,Chechia,Gris clair,M,1,9.49,0,9.49,E-commerce,Google Pay,Belgique,2022-08-06,France
2025-03-20,QAM-85,Qamis,Qamis Classique,Gris,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-04-19,France
2023-05-26,SP-130,Sport-Plage,Short cache awra,Noir,M,3,44.99,0,44.99,E-commerce,PayPal,Belgique,2023-03-08,Belgique
2023-06-14,QAM-76,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-12-07,Belgique
2024-09-10,QAM-24,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-07-05,France
2023-08-12,QAM-46,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-12-23,France
2024-08-04,LIN-128,Ensembles En Lin,Ensemble en Lin,Beige,XL,3,69.99,0,69.99,E-commerce,Visa,Belgique,2022-01-23,Luxembourg
2023-11-24,CHE-98,Chechias,Chechia,Bleu foncé,M,2,9.49,0,9.49,E-commerce,Mastercard,Belgique,2023-06-06,Pays-Bas
2024-02-12,QAM-68,Qamis,Qamis Classique,Kaki,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2024-03-12,France
2023-01-26,QAM-48,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-02-01,Belgique
2023-04-20,CHE-106,Chechias,Chechia,Gris foncé,M,1,9.49,0,9.49,E-commerce,Visa,Belgique,2023-03-18,France
2024-06-17,SP-136,Sport-Plage,T-shirt technique,Noir,XL,1,24.99,0,24.99,E-commerce,Visa,Belgique,2024-02-08,Belgique
2024-11-15,SP-135,Sport-Plage,T-shirt technique,Noir,L,3,24.99,0,24.99,E-commerce,Mastercard,Belgique,2024-10-12,Belgique
2024-05-07,QAM-52,Qamis,Qamis Classique,Bleu ciel,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-05-31,Luxembourg
